gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
SEL1L,Protein sel-1 homolog 1,14,81937893,82000205,0.503706678854982,0.206234995802835,0.570420387714041,0.647317632643433,10454,318239,0.195800242292715,0.277797474787647,0.345928316811582,0.516719772530081,0.680690661193791,0.554759645365819,12.0001754444454,4.391332198874703,8,10454,318239,2380,Q9UBV2,Protein sel-1 homolog 1,14,81937893,82000205
SELE,E-selectin,1,169691781,169733846,0.111519313177783,0.0164344737360784,0.0451174444110187,0.0530793999828431,10454,312214,0.0229473056344516,0.0651470592794153,0.590246061530104,0.0596876774128243,0.146291298447655,0.58496624437559,35.2316952368261,3.9328336250450686,7,10454,312214,2381,P16581,E-selectin,1,169691781,169733846
SELENOP,Selenoprotein P,5,42799982,42887494,0.574566904424115,0.788169511133786,0.624848471880283,0.839337650320557,10454,317354,0.57844929576886,0.85661807995069,0.977539330463732,0.812609766525938,0.959172279804725,0.869071745903676,40.4764092999647,3.638511672164637,3,10454,317354,2382,P49908,Selenoprotein P,5,42799982,42887494
SELL,L-selectin,1,169659808,169680839,0.979899329030987,0.724995644494713,0.250672531780502,0.489343027466334,10454,317354,0.787705850536353,0.962897870350982,0.955587190926932,0.0372796045898162,0.0304802759582795,0.103957160368034,208.298947364245,4.713996530745638,14,10454,317354,2383,P14151,L-selectin,1,169659808,169680839
SELP,P-selectin,1,169558087,169599431,0.939662267485552,0.276072499819131,0.281839965085427,0.894923212398045,10454,312497,0.245430848874802,0.441807299182439,0.593645406262665,0.812033162645097,0.876160063060629,0.64844832339074,30.7165928065554,11.420542082601802,19,10454,312497,2384,P16109,P-selectin,1,169558087,169599431
SELPLG,P-selectin glycoprotein ligand 1,12,109015686,109027735,0.979109556270953,0.860508298165117,0.386931320168784,0.781153973048912,10454,312713,0.608102118285334,0.789012853322521,0.645984785808869,0.300090915708666,0.373219576584736,0.343483352507245,52.1444621329248,22.75551349022978,7,10454,312713,2385,Q14242,P-selectin glycoprotein ligand 1,12,109015686,109027735
SEMA3F,Semaphorin-3F,3,50192478,50226508,0.0835479836400253,0.882332048100968,0.965566017066815,0.883630925282908,10454,312630,0.48675326049519,0.165847676942838,0.0778344557064097,0.993181130472209,0.737809576491099,0.43551729716594,66.9415814574531,5.25910818384047,5,10454,312630,2386,Q13275,Semaphorin-3F,3,50192478,50226508
SEMA4D,Semaphorin-4D,9,91975702,92113045,0.143633161441648,0.319805078993398,0.81656835213672,0.2265124244918,10454,312346,0.0711208719288629,0.195061005805546,0.912476855224854,0.938851088447225,0.994817436924939,0.946474595155548,25.181128542698,2.447561687769386,14,10454,312346,2389,Q92854,Semaphorin-4D,9,91975702,92113045
SEMA7A,Semaphorin-7A,15,74701630,74726808,0.826322564426553,0.047038914513624,0.0358192885883128,0.0389191261496977,10454,312331,0.0860719659943417,0.228400716327383,0.932839349701153,0.119753937401026,0.27376939247428,0.679751435466947,49.6154760588662,2.194882563396304,2,10454,312331,2391,O75326,Semaphorin-7A,15,74701630,74726808
SERPINA1,Alpha-1-antitrypsin,14,94843084,94857030,0.42914151001416,0.962656448239591,0.739887739509879,0.424855889767115,10454,317946,0.15715251477607,0.35992998643042,0.836914318119889,0.965245932215096,0.993843760817623,0.918569969613567,14.8688642788026,3.2981205932967788,22,10454,317946,2396,P01009,Alpha-1-antitrypsin,14,94843084,94857030
SERPINA11,Serpin A11,14,94908801,94919127,0.591580409407602,0.993825140386592,0.340646747687135,0.776634386628381,10454,312214,0.499400344916428,0.656641001653845,0.534924246051727,0.177068277222769,0.401438874567377,0.953892931964977,685.681376741666,37.77904931712711,26,10454,312214,2397,Q86U17,Serpin A11,14,94908801,94919127
SERPINA12,Serpin A12,14,94953611,94984181,0.167902040026205,0.417513695320004,0.356005916252663,0.877141877155096,10454,313664,0.0288250781603097,0.0774923743064604,0.561372186836486,0.665971036142905,0.675829728621011,0.439619083810291,240.38606411691,148.1190171154145,48,10454,313664,2398,Q8IW75,Serpin A12,14,94953611,94984181
SERPINA3,Alpha-1-antichymotrypsin,14,95078714,95090392,0.761463290911769,0.165373840756127,0.270257901535535,0.957625405641926,10454,317479,0.435079934713463,0.226431745623725,0.124377298574867,0.882253524960898,0.989081709968242,0.996502640995762,64.1078919303906,3.877638139318901,32,10454,317479,2399,P01011,Alpha-1-antichymotrypsin,14,95078714,95090392
SERPINA4,Kallistatin,14,95027428,95036250,0.925785334684519,0.46121969167523,0.0131405511395741,0.35170299556774,10454,317935,0.468245723212057,0.753959722509687,0.843958311867008,0.59691901674793,0.187458961590964,0.0798123674435569,192.456578311886,21.27818714126012,41,10454,317935,2400,P29622,Kallistatin,14,95027428,95036250
SERPINA5,Plasma serine protease inhibitor,14,95027779,95059457,0.132227821037127,0.917971905758268,0.950488097361492,0.719940800554826,10454,317821,0.323200110086341,0.0568887758785172,0.0291762954363789,0.59520495656575,0.854270323827166,0.856441809205322,26.9361384515669,2.8621326262406064,34,10454,317821,2401,P05154,Plasma serine protease inhibitor,14,95027779,95059457
SERPINA6,Corticosteroid-binding globulin,14,94770585,94789731,0.113837966055295,0.592211725153518,0.399310696066445,0.0513437892403599,10454,317354,0.0847108187313868,0.222874330983505,0.861775197935266,0.431317228861292,0.464745538711203,0.339251948400758,87.2166707372696,3.525081885807096,10,10454,317354,2402,P08185,Corticosteroid-binding globulin,14,94770585,94789731
SERPINA9,Serpin A9,14,94929054,94946026,0.901270412739936,0.109623289000143,0.94901433947998,0.21306027078614,10454,312983,0.569634796645268,0.849443532714981,0.955820963723139,0.197536198594987,0.172174139660442,0.172855786175714,348.494606706845,21.995436308796364,35,10454,312983,2404,Q86WD7,Serpin A9,14,94929054,94946026
SERPINB1,Leukocyte elastase inhibitor,6,2832566,2842240,0.0511710153565512,0.145691934190442,0.0006451168031818,0.401421642781265,10454,312762,0.176449164401915,0.085179590152929,0.0783574353621925,0.208382053858691,0.448124090481293,0.880132058718503,15.6194420537012,2.577099647509084,21,10454,312762,2405,P30740,Leukocyte elastase inhibitor,6,2832566,2842240
SERPINB6,Serpin B6,6,2948393,2972090,0.271499403689435,0.51089860236717,0.384218393836362,0.261807842495246,10454,312472,0.428691485956943,0.730290464091987,0.961833787137592,0.341590106595083,0.563021442939638,0.621030598044293,47.2946408615033,8.301830834454272,23,10454,312472,2407,P35237,Serpin B6,6,2948393,2972090
SERPINB8,Serpin B8,18,61637159,61672278,0.990941355703531,0.375294678313784,0.779647299194265,0.929288991976085,10454,312284,0.193285985977544,0.298719242421205,0.394783759980567,0.547239479926456,0.833435792182692,0.963345100576906,147.013881011969,3.653265711479383,11,10454,312284,2408,P50452,Serpin B8,18,61637159,61672278
SERPINB9,Serpin B9,6,2887500,2903514,0.257156551913664,0.277826223973247,0.992949174822303,0.56602536041926,10454,312918,0.66198570662803,0.548797031032774,0.315168032688146,0.154055045894634,0.0895202428452289,0.0945618801920671,21.4147412395222,3.347682239627996,24,10454,312918,2409,P50453,Serpin B9,6,2887500,2903514
SERPINC1,Antithrombin-III,1,173872947,173886516,0.296941576349328,0.259303967679123,0.206160435054054,0.148185731546973,10454,317415,0.25454278527552,0.513190818553205,0.84935401346943,0.327100080716276,0.443505656247199,0.414538916506702,16.1416106472671,3.4569005281672918,5,10454,317415,2410,P01008,Antithrombin-III,1,173872947,173886516
SERPIND1,Heparin cofactor 2,22,21128167,21142008,0.707514765955382,0.510097756588375,0.524275964338753,0.394261141484997,10454,317415,0.379646246301394,0.255819224349618,0.162085059901322,0.0997456527045612,0.082216574171745,0.130445744449234,22.9471077373724,5.554178273451067,5,10454,317415,2411,P05546,Heparin cofactor 2,22,21128167,21142008
SERPINE1,Plasminogen activator inhibitor 1,7,100770370,100782547,0.828737081231249,0.245822606278835,0.204806436714606,0.104111983474184,10454,312214,0.593125460276702,0.813855089637254,0.722127000329807,0.0097505667573875,0.0347856589343374,0.847052358970609,19.9268016746111,3.5664674778158485,13,10454,312214,2412,P05121,Plasminogen activator inhibitor 1,7,100770370,100782547
SERPINE2,Glia-derived nexin,2,224839829,224904036,0.964245183577968,0.96820374316793,0.33858979066309,0.234102089451666,10454,317414,0.532223045575124,0.805787437626007,0.838112397447674,0.0217014153912105,0.066894987524089,0.708575463250508,209.670531695886,13.106340252943417,12,10454,317414,2413,P07093,Glia-derived nexin,2,224839829,224904036
SERPINF1,Pigment epithelium-derived factor,17,1665253,1680868,0.227998516767937,0.838982849336386,0.680357634694304,0.224914202557179,10454,317815,0.823043287435199,0.94143782207988,0.790347128309945,0.869655552803858,0.958851415033827,0.811122202167293,30.5304084788707,5.5098818820038975,15,10454,317815,2414,P36955,Pigment epithelium-derived factor,17,1665253,1680868
SERPINF2,Alpha-2-antiplasmin,17,1646130,1658562,0.69379156284732,0.200331548327385,0.00945068093728346,0.355003929969451,10454,317933,0.382751089625778,0.546277072338353,0.503559908464976,0.259913155182891,0.501146509352287,0.737320277439094,63.0565450385287,3.3292851958321283,13,10454,317933,2415,P08697,Alpha-2-antiplasmin,17,1646130,1658562
SERPING1,Plasma protease C1 inhibitor,11,57364860,57382326,0.336194231827691,0.282161608299694,0.394540200133615,0.0696637590954292,10454,317415,0.994748360156508,0.979344775703892,0.838197022597084,0.0936446404645073,0.0182647548637225,0.022652183155752,99.135515340619,2.9236077846724693,10,10454,317415,2416,P05155,Plasma protease C1 inhibitor,11,57364860,57382326
SERPINH1,Serpin H1,11,75273101,75283828,0.89073497550831,0.924406031364079,0.636332676028185,0.0595277491463151,10454,317953,0.336647704222389,0.628466606472185,0.939122645283774,0.288732338494619,0.413988440329668,0.424322579132921,58.9740482481504,9.055667397749913,7,10454,317953,2417,P50454,Serpin H1,11,75273101,75283828
SERPINI1,Neuroserpin,3,167453031,167543356,0.200467854420027,0.0903608080806701,0.235556998406279,0.248546335627604,10454,318138,0.123097739654378,0.0504238329257701,0.0578816149141427,0.925255256392047,0.993599156460688,0.949311132126935,414.003991716881,4.681743176372055,7,10454,318138,2418,Q99574,Neuroserpin,3,167453031,167543356
SERPINI2,Serpin I2,3,167159577,167196792,0.105006144494019,0.101281428488763,0.00721747174552034,0.0433107029274616,10454,317541,0.0216565158400355,0.070074311524729,0.834831149263339,0.0808317673104241,0.0538444131722856,0.0945460307024408,225.727023859678,25.34551922863272,10,10454,317541,2419,O75830,Serpin I2,3,167159577,167196792
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,2,179966419,180129517,0.173260662389333,0.18531090300269,0.0135626584464075,0.040145702007498,10454,313518,0.0156101649357018,0.0368499927075344,0.384652343258036,0.0573467889460467,0.161435737667984,0.852015097397758,17.1586639340145,2.075203057483764,9,10454,313518,2420,Q86VW0,SEC14 domain and spectrin repeat-containing protein 1,2,179966419,180129517
SETMAR,Histone-lysine N-methyltransferase SETMAR,3,4344988,4359251,0.563876005781156,0.976003201041085,0.879923459155938,0.454499925658008,10454,313027,0.318526140812739,0.331306545104601,0.270457879538496,0.635255663872617,0.0065289679014749,0.0017094357294655,165.57416344071,2.4797822085856915,7,10454,313027,2421,Q53H47,Histone-lysine N-methyltransferase SETMAR,3,4344988,4359251
SEZ6,Seizure protein 6 homolog,17,27281919,27333458,0.308028290026505,0.953191294771136,0.709682117559642,0.955627996908909,10454,318237,0.689344995610478,0.915470412874544,0.896731039963982,0.093479578864901,0.241828925511829,0.872769062667682,19.2997735112472,3.286413797120527,6,10454,318237,2422,Q53EL9,Seizure protein 6 homolog,17,27281919,27333458
SEZ6L,Seizure 6-like protein,22,26565440,26779562,0.953246650327223,0.265070843225707,0.893261532507005,0.430665291910724,10454,312549,0.440781950051816,0.622537443027511,0.552043706710283,0.672268547490564,0.904151935048772,0.880617438868371,24.133315160876,3.473959070585257,19,10454,312549,2423,Q9BYH1,Seizure 6-like protein,22,26565440,26779562
SEZ6L2,Seizure 6-like protein 2,16,29882480,29910868,0.0142303926463945,0.126504837919683,0.118778863400794,0.0941209157672619,10454,312825,0.146768058200448,0.325348621709694,0.70799685836608,0.230753696973243,0.18360842816618,0.162189839676565,146.64670920263,2.387633574894093,5,10454,312825,2424,Q6UXD5,Seizure 6-like protein 2,16,29882480,29910868
SFRP1,Secreted frizzled-related protein 1,8,41119481,41167016,0.862102581612524,0.723792433120909,0.825527114098605,0.887871987558335,10454,313029,0.636498702454021,0.708889392061942,0.495412664289582,0.929481468802941,0.862750312716397,0.591873655838285,69.669578403738,4.044528614424871,11,10454,313029,2426,Q8N474,Secreted frizzled-related protein 1,8,41119481,41167016
SFRP4,Secreted frizzled-related protein 4,7,37945543,38065297,0.92336182124012,0.70541346824608,0.25416030877178,0.940139055225799,10454,318083,0.239948393063455,0.467136461407357,0.706863634120511,0.965689791199825,0.960127746363383,0.77793878076821,50.8159013253605,3.3222044144727687,24,10454,318083,2427,Q6FHJ7,Secreted frizzled-related protein 4,7,37945543,38065297
SFTPA1,Pulmonary surfactant-associated protein A1,10,81370695,81375196,0.310678283037753,0.527635914638533,0.264301210242372,0.0712046051958418,10454,313474,0.0145954974588141,0.0011873244685006,0.0061446624415028,0.0494069373039314,0.136411174722062,0.72612835146474,64.3578833813828,3.7959425602617256,10,10454,313474,2428,Q8IWL2,Pulmonary surfactant-associated protein A1,10,81370695,81375196
SFTPA2,Pulmonary surfactant-associated protein A2,10,81315608,81320153,0.449345855790419,0.411052671272474,0.0865242191621965,0.180166404534579,10454,313474,0.713372867757669,0.160521815825694,0.0605024558553596,0.137900096244793,0.278162726164007,0.549694590580472,790.574094774411,100.15906358835376,17,10454,313474,2429,Q8IWL1,Pulmonary surfactant-associated protein A2,10,81315608,81320153
SFTPD,Pulmonary surfactant-associated protein D,10,81697496,81742370,0.862431926109071,0.837790974291447,0.766448033142543,0.695514644331093,10454,312630,0.572711602722395,0.783523777482778,0.680335559211374,0.765357359542463,0.721921905138157,0.453213911351395,659.447695658374,100.1384437780644,19,10454,312630,2430,P35247,Pulmonary surfactant-associated protein D,10,81697496,81742370
SGSH,N-sulphoglucosamine sulphohydrolase,17,78180515,78194722,5.40852933578195e-05,0.0344345647084987,0.00950167625421833,0.0229523438912907,10454,317946,0.0247624005766559,0.0017143254228553,0.0055315190888367,0.850608837674406,0.821693525317548,0.550008185604524,493.044432215967,11.019749472604074,26,10454,317946,2431,P51688,N-sulphoglucosamine sulphohydrolase,17,78180515,78194722
SH2B3,SH2B adapter protein 3,12,111843752,111889427,0.0243605625069898,0.00667884933804669,0.016007856125182,0.00744541273046701,10454,313474,0.0125886142891431,0.0125886142891432,0.999999999999992,0.720857465704803,0.720857464188121,0.857684666115453,17.7993964338272,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fd785236880> [RTYPES.NILSXP],2,10454,313474,2432,Q9UQQ2,SH2B adapter protein 3,12,111843752,111889427
SH3BP1,SH3 domain-binding protein 1,22,38030661,38062939,0.254134510890382,0.309674034995235,0.203806528139076,0.0759248496431263,10454,317541,0.732231901611393,0.731856372454387,0.47633124050251,0.113405322247831,0.279836765600976,0.839560521238043,39.2012700199522,4.50869912531703,15,10454,317541,2435,Q9Y3L3,SH3 domain-binding protein 1,22,38030661,38062939
SH3GLB2,Endophilin-B2,9,131769315,131790582,0.23236253977546,0.198977321871357,0.873818275047131,0.417570950075017,10454,317485,0.312962559822273,0.223099512388685,0.159169687563734,0.88406792251916,0.989399899020476,0.994270650181356,343.453210600077,3.4986618754010683,4,10454,317485,2437,Q9NR46,Endophilin-B2,9,131769315,131790582
SHBG,Sex hormone-binding globulin,17,7517382,7536700,0.912624179557248,0.899962318322746,0.506613669314555,0.972391710281676,10454,317378,0.455309887721647,0.6696973454102,0.620993151489556,0.0138415982512479,0.0214045378851113,0.201692400428384,113.932969464831,19.684170575304783,14,10454,317378,2438,P04278,Sex hormone-binding globulin,17,7517382,7536700
SHISA5,Protein shisa-5,3,48509197,48542259,0.703460058698775,0.535032232415218,0.263423873197387,0.130368143198076,10454,317421,0.469995716322769,0.693038282695961,0.645696593750446,0.547002288110778,0.5018020641686,0.313378484538771,61.7316574431156,2.6993283914794355,4,10454,317421,2442,Q8N114,Protein shisa-5,3,48509197,48542259
